,Feature1,Feature2,Target
0,0.6829882236286837,-0.345203343770673,0
1,2.040990429336424,-0.131614673820131,0
2,-0.13975154496465794,0.45439050205642195,0
3,0.8857478515148975,0.28634182737679664,1
4,1.1824585263269392,-0.49771050832265396,0
5,1.019208260595393,-0.42546583354809964,0
6,0.3893615855255742,-0.24711722564531424,0
7,-0.5603845755623929,0.7126810996524465,1
8,0.9018435234336857,0.05393087267310873,1
9,0.20674790668801207,0.006207693091187726,0
10,1.323523311663566,-0.2891758321320679,0
11,0.38375871246426885,0.8518023787510323,1
12,0.9691216262804108,-0.4854873428120162,0
13,0.6699009243928409,0.9193385896119642,1
14,0.12320759274118598,0.013533899144287237,0
15,1.016783356949077,-0.5576687626385335,0
16,2.0082992986981276,0.31643434631471745,0
17,0.7215803194631376,-0.37257114286784676,0
18,-0.8560420970262654,0.021813589551874103,1
19,0.18268527733992224,0.28779869855250895,0
20,-0.050499223228938496,1.0148964175953128,1
21,-0.8407518438307929,0.5381502743615032,1
22,1.5104034061231972,-0.45511096372133975,0
23,1.5081597406509932,-0.41237818434349627,0
24,-0.7615058591248454,0.8484491893958538,1
25,0.5914108761879276,0.7822828018552758,1
26,1.8395300761898805,0.09604243709074227,0
27,2.1524836676764165,0.4286169881149853,0
28,0.0658295179205794,0.22585647303774187,0
29,1.5197164577226925,-0.2754211659170326,0
30,1.0727899231994398,0.4336873564708884,1
31,0.04476546578528845,0.25329226804143046,0
32,0.8723501878297452,0.578134242087755,1
33,0.8302266154695426,0.3177939313900834,1
34,0.7238519208180247,-0.3138761854062707,0
35,-0.8399558844377638,0.5594068715625279,1
36,1.0209048198293993,-0.014166384442798163,1
37,-0.22648531608853945,1.0737119194030333,1
38,0.6031218177859998,0.989957303783624,1
39,-0.10106167713003084,1.1838714951180582,1
40,-0.45332130249049896,0.7968929360886572,1
41,-0.05536069560422566,1.186700483390104,1
42,1.960725341126403,0.13606145304649755,0
43,0.17149082608693256,0.9431170005513642,1
44,-0.2521830371410445,0.86859179763247,1
45,0.39440972903460325,1.1030738075729405,1
46,1.1861249567523287,-0.5265728355925408,0
47,1.1005889128997526,-0.2607025457565468,0
48,-0.6553395351267192,0.8091734761855272,1
49,1.1163749720226714,-0.48453376804826387,0
50,0.2581850943559775,-0.07858207943118348,0
51,-1.1841858836036994,0.23328148060441725,1
52,1.2394717057577855,-0.2424970868643804,0
53,0.05814278932501755,1.0070416724849178,1
54,2.0430437322568467,0.4469936788095515,0
55,1.854923006720707,0.09231149594564128,0
56,-0.36830714378952073,0.8431132701748469,1
57,-0.42288705666038334,0.8971472037984326,1
58,0.46233705265775266,-0.12900790585495722,0
59,0.9004644085426303,0.5611716074674944,1
60,1.0945055386455065,-0.3998474095391466,0
61,0.37619718614380376,0.8760584380729972,1
62,0.8132414836778377,0.004112908733121062,1
63,0.19323581706668813,-0.056584826642180716,0
64,0.27058484408178796,-0.010110456221539658,0
65,0.7657396400455974,0.617353867810833,1
66,0.8955471427298718,0.5404963521410424,1
67,1.5640808321691313,-0.19251917899913276,0
68,0.35632468238055814,1.0102823805217556,1
69,0.2474006471063543,-0.24953658197305845,0
70,-0.4578153743765313,0.8672709006192935,1
71,-1.0639056435156662,0.4214813174951211,1
72,1.2361973836022189,-0.6129496578897806,0
73,0.4606681914244688,-0.22072786743025347,0
74,-0.9823130610292502,0.4084215494566537,1
75,1.7274445992412413,0.32623239294627104,0
76,-0.18838487529170986,1.067904179672005,1
77,-0.1375820372587572,1.115794437277085,1
78,0.13493017918968092,1.004365599365619,1
79,2.0291355838984133,0.3573982171082046,0
80,0.15276587862453472,0.1815824456450738,0
81,-0.0628683978935707,0.5517730247326942,0
82,0.717117331774624,0.5469794542503189,1
83,-0.894495441556014,0.5025839111648923,1
84,-0.1629722827810836,0.9906826900479978,1
85,-0.6127300875170989,0.7498648685632623,1
86,-0.7446191956519315,0.6169515168751308,1
87,-0.09187411726192875,0.9141973904400399,1
88,0.9160827317941695,0.35678920794078617,1
89,0.9848196531629305,0.3076368334191396,1
90,0.447701526913696,-0.2948189212601199,0
91,-0.30254179418097327,0.8885465959418766,1
92,0.09342650444498962,1.1766201294086729,1
93,1.1094990928897603,-0.31833565189656166,0
94,0.6997309977641237,0.8010006369213479,1
95,0.7983494106144349,0.4093903708292622,1
96,0.16541163315623042,-0.20956189525395777,0
97,-0.8958509778447054,-0.13885660016550444,1
98,1.6729923656419612,0.03320745181660823,0
99,0.21461037540469657,1.0845752565357003,1
100,1.1479251406995254,-0.3496124628471178,0
101,0.1857293867606032,0.9800536665741821,1
102,0.7865267324527814,0.5798420973632353,1
103,0.2619995390120684,-0.2507258036919915,0
104,1.787955843001961,-0.16567227666540668,0
105,1.0381055777403203,-0.4720721274238771,0
106,-1.2272758742530834,0.09849444542902258,1
107,0.9179792371439173,0.36492734234001706,1
108,0.2320510868679974,-0.07782938722879212,0
109,-0.28632664114658984,0.9302451922496674,1
110,-0.9677487449259132,0.19089841145665254,1
111,1.573965179772889,-0.14982054327571717,0
112,-0.13405828243764817,1.124884526549635,1
113,1.3926700309326405,-0.4101241414535798,0
114,1.4431324385759299,-0.20329290970652722,0
115,-0.7560620666088603,0.7961175023086228,1
116,-0.9810028712500918,0.17853589075650922,1
117,2.091786101240895,0.36955246697616106,0
118,0.3500848410240977,-0.36346845216740364,0
119,0.7686573552209143,-0.3371023925669587,0
120,0.3562969163078975,0.8824317384801262,1
121,-0.06741980219910601,0.19703093545454656,0
122,0.3347427328785496,-0.17073870808643052,0
123,0.08356706781307303,-0.06789734152344193,0
124,-1.0265258363153174,0.34273096686970683,1
125,1.663546928912967,-0.29175214942928196,0
126,0.6943652601402782,0.7978402016591779,1
127,-0.9028150005465695,0.31823784767963587,1
128,0.4167238774058172,-0.2724068024936327,0
129,2.055902125001473,0.02489069421255455,0
130,-0.9804534336528042,0.24279293558587434,1
131,-0.8209493818117859,0.752137051765567,1
132,0.1458946996083773,0.10045493102711132,0
133,-0.575382336753989,0.5927305605195411,1
134,1.8496641447534825,0.005029921459505121,0
135,1.749186862703492,-0.1125679954543929,0
136,-0.13785707227808588,0.3756193131719998,0
137,0.1522820552215098,-0.24942984820368239,0
138,0.15906827871967322,-0.05245203795681418,0
139,1.050569917315557,0.16262003959167975,1
140,-0.6687281966860147,0.5949945537286901,1
141,-1.0656498620967805,0.184120359316292,1
142,0.10298374327691578,-0.16183273425849753,0
143,-0.5814017966782997,0.542983673240445,1
144,0.6363625081962271,-0.6728418566502035,0
145,1.7656808623047737,-0.33150390900758886,0
146,-0.8914704358657667,0.5442652593740768,1
147,-0.08668479282082772,1.007892676102697,1
148,0.9711947120377401,0.32838139401581656,1
149,-0.25931110457785894,0.8935291382341652,1
150,1.7878406630666863,-0.09597064995094007,0
151,-0.7389903200215759,0.7088255959898927,1
152,0.8910560034711589,-0.5345788398601604,0
153,0.036014392243409334,0.42317901131856717,0
